what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1487929543989
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1487929544208
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487929545614
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487929549051
activated,view,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui.HelpView",1487929551066
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1487929663328
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1487929711841
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1487929712606
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487929714075
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487929738930
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1487929738946
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487929742133
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487929752477
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487929770144
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1487929773894
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487929777269
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487929781660
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1487929781691
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487929785347
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1487929787800
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487929787800
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487929793434
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1487929795809
