what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587086668
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587090249
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587133549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587163832
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587167736
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587175205
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1524587192422
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587194247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587199213
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1524587202819
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1524587206515
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587206714
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587210340
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1524587288648
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1524587303943
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1524587304156
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1524587304432
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1524587307094
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587307596
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587316981
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587329839
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587370884
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1524587403562
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1524587406857
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587408157
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1524587416969
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1524587435438
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1524587436866
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1524587436906
